,Job_Id,Emp_Type,Job_Title,Company,Date_Posted,Salary_Range,Salary_Type,Year_Experience,Seniority,Category,Requirements
168,[b'MCF-2020-0067625'],"[b'Contract, Full Time']","[b'Scientist (Visual Intelligence), I2R']",[b'A*STAR RESEARCH ENTITIES'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$9,000</span></div>']",[b'Monthly'],[],[b'Professional'],[b'Sciences / Laboratory / R&amp;D'],"['\nNovel methods for medical image processing and image registration\nDeep learning / machine learning based method for 2D/3D segmentation\nDeep learning / machine learning based method for registration\nImage based surgical planning\n, \nPhD in Computer science/ Engineering, Biomedical Engineering, or Electric Engineering.\nWorking experience in medical image applications such as image segmentation, registration, machine learning and deep learning is preferred\nInnovative for IP generation and to publish at top-tier medical imaging journals and conferences\n']"
169,[b'MCF-2020-0067637'],"[b'Contract, Full Time']","[b'Scientist (Machine Intellection), I2R']",[b'A*STAR RESEARCH ENTITIES'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$9,000</span></div>']",[b'Monthly'],[],[b'Professional'],[b'Sciences / Laboratory / R&amp;D'],"['\nPhD in Computer Science, Statistics, Data Science intensive fields with expertise in one or more of the following areas:\nLarge-scale machine learning\nDeep learning, supervised or unsupervised\nApplying state-of-art machine learning techniques to practical problems in different domains\nPossess PhD experience in corporate or application oriented environments\nAbility to work independently\nTeam player\nExperience with Tensor Flow, Theano, Caffe, CNTK skills\nStrong programming skills in Perl, Bash, C/C++, Java, Python, R, MATLAB\nPossess computer vision and deep learning skills\nGood interpersonal and communication skills\n']"
170,[b'MCF-2020-0067319'],"[b'Permanent, Full Time']","[b'VP, Senior Applications Development Manager, Institutional Banking Group Technology, Technology and Operations (WD13128)']",[b'DBS BANK LTD.'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$10,400</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$18,700</span></div>']",[b'Monthly'],[b'7 years  exp'],[b'Senior Management'],[b'Information Technology'],"['\nWorking with the Integration team to architect and support cloud integration and error reporting solutions\nWorking with SQL Server and related technologies to allow the creation of and the support of data migrations and transformations\nProvide engineering solution and framework to support machine learning and data-driven business activities at large scale (Java, BI Modeler, SQL, HDB etc.)\nPerform R&D on new technologies and solutions to improve accessibility, scalability, efficiency and us abilities of machine learning and analytics platform.\nDrive the completion of projects within the established scope, while simultaneously planning for and manage unknown future Business requirements in a dynamic environment.\nResponsible for bug fixing and improving application performance\nWork closely with operations team to develop or enhance features in an Agile environment based on requirements from the business team\nContribute in creation of blueprint and reference architecture for various machine learning use cases.\n, \nSolid hands-on experience of various programming languages (java, javascript, python)\nExposure to data science and machine learning technologies and methodologies.\nGood Understanding of frameworks (Spark, Kafka, MQTT) and DevOps setup (K8s, terraform, packer, Jenkins, Sonarqube)\nExperience in Cloud based application transport service\nAbility to continuous discover, evaluate and implement new technologies to maximize development efficiency\nCertifications on Cloud Computing, Cloud Security and Big Data are big plus\nSupport the organization in transformation towards a data driven business culture.\nExperience in Agile methodologies and test-driven development\nUnderstand the fundamental design principles behind a scalable application\nAbility to build highly re-usable, performance optimized services\n']"
171,[b'MCF-2020-0066765'],[b'Contract'],"[b'Research Fellow (contract ending 31 March 2021), LARC']",[b'STAFFONDEMAND PTE. LTD.'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$8,000</span></div>']",[b'Monthly'],[b'3 years  exp'],[b'Middle Management'],[b'Engineering'],"['\nThe Research Fellow at LARC (Living Analytics Research Centre) will work with faculty researchers on research topics in the urban/social computing, smart cities and consumer business domains, namely Data and Text Mining, Machine Learning, Deep Learning, Crowdsourcing, Recommender Systems, Social-Urban Sensing and Big Data Infrastructure.\nDesign research methodologies and develop algorithms and\xa0 models.\xa0\nDesign and conduct experiments and implement applications, tools and systems.\nAssist to develop analytics capabilities in big data infrastructure and conduct data science studies.\n, \nPhD in Computer Science or related disciplines.\nGood knowledge in relevant\xa0 research\xa0 topics\xa0 and\xa0 possess\xa0 related research skills.\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0\nProficient in at least one or more of these programming languages: Java, Python, C#, C++ and C.\nStrong interest in the Al, Deep Learning and Machine Learning field is an added advantage.\nSelf-motivated and able to carry out tasks independently.\nExcellent team player and possess strong inter-personal skills.\nAnalytical and meticulous with attention to details.\n']"
172,[b'MCF-2020-0067659'],"[b'Contract, Full Time']","[b'Senior /  Research Engineer (Cybersecurity), I2R']",[b'A*STAR RESEARCH ENTITIES'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$5,900</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$10,200</span></div>']",[b'Monthly'],[],[b'Senior Executive'],[b'Sciences / Laboratory / R&amp;D'],"['\nAbility to learn\nWillingness to learn\nInterest in cyber-security domain\n, \nMinimum Bachelor degree in the field of computer science, computer engineering, mathematics and statistics or electrical engineering\nKnowledge or experience in cyber security, network security, system security and system integration\nExperience in hackathons and/or ethical hacking is a huge plus\nAbility to work independently to translate research ideas into programs using industry standard coding practices\nProficient in Python, C or Java\nBasic knowledge on data analytics and machine learning\nAble to deliver under tight schedule\nGood team player with both research and engineering ethics\nGood interpersonal and communication skills\n']"
173,[b'MCF-2020-0067657'],"[b'Contract, Full Time']","[b'Research Engineer (Cybersecurity), I2R']",[b'A*STAR RESEARCH ENTITIES'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,900</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$7,800</span></div>']",[b'Monthly'],[],[b'Executive'],[b'Sciences / Laboratory / R&amp;D'],"['\nAbility to learn\nWillingness to learn\nInterest in cyber-security domain\n, \nMinimum Bachelor degree in the field of computer science, computer engineering, mathematics and statistics or electrical engineering\nKnowledge or experience in cyber security, network security, system security and system integration\nExperience in hackathons and/or ethical hacking is a huge plus\nAbility to work independently to translate research ideas into programs using industry standard coding practices\nProficient in Python, C or Java\nBasic knowledge on data analytics and machine learning\nAble to deliver under tight schedule\nGood team player with both research and engineering ethics\nGood interpersonal and communication skills\n']"
174,[b'MCF-2020-0067622'],"[b'Contract, Full Time']",[b'Senior /  Research Engineer (Cybersecurity)'],[b'A*STAR RESEARCH ENTITIES'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$5,900</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$10,200</span></div>']",[b'Monthly'],[b'1 year  exp'],[b'Professional'],[b'Sciences / Laboratory / R&amp;D'],"['\nBachelor degree in the field of computer science, computer engineering, mathematics and statistics or electrical engineering.\nKnowledge or experience in cyber security, network security, system security and system integration.\nExperience in hackathons and/or ethical hacking is a huge plus.\nAbility to work independently to translate research ideas into programs using industry standard coding practices.\nProficient in Python, C or Java.\nBasic knowledge on data analytics and machine learning.\nAble to deliver under tight schedule.\nGood team player with both research and engineering ethics.\nGood interpersonal and communication skills.\n, \nAbility to learn\nWillingness to learn\nInterest in cyber-security domain\n']"
175,[b'MCF-2020-0067619'],"[b'Contract, Full Time']",[b'Senior /  Research Engineer (Cybersecurity)'],[b'A*STAR RESEARCH ENTITIES'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,900</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$7,800</span></div>']",[b'Monthly'],[b'1 year  exp'],[b'Professional'],[b'Sciences / Laboratory / R&amp;D'],"['\nBachelor degree in the field of computer science, computer engineering, mathematics and statistics or electrical engineering.\nKnowledge or experience in cyber security, network security, system security and system integration.\nExperience in hackathons and/or ethical hacking is a huge plus.\nAbility to work independently to translate research ideas into programs using industry standard coding practices.\nProficient in Python, C or Java.\nBasic knowledge on data analytics and machine learning.\nAble to deliver under tight schedule.\nGood team player with both research and engineering ethics.\nGood interpersonal and communication skills.\n, \nAbility to learn\nWillingness to learn\nInterest in cyber-security domain\n']"
176,[b'MCF-2020-0067570'],"[b'Permanent, Full Time']","[b'ED, Head of Consumer Banking Branch &amp; Self Service Banking Tech, Group Consumer Banking and Big Data Analytics Technology, Technology and Operations (WD13017)']",[b'DBS BANK LTD.'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$24,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$35,000</span></div>']",[b'Monthly'],[b'15 years  exp'],[b'Senior Management'],"[b'Banking and Finance, Information Technology']","['\n\nPartner with the Head of Consumer Banking Branches & Self Service Banking to drive the strategy, architecture and delivery of the platform\nManage the technology teams (100+ people based in Singapore and Hyderabad) responsible for developing and supporting inhouse or vendor solutions\nDrive technical vision and vision, technology stack selection and R&D of emerging technologies as it relates to branch and self service banking\nStrong technical competence including prior experience in developing mission critical applications from scratch Drive the technology architecture transformation to support the evolution towards digital and intelligent bank. This includes green field buildout of mission critical applications using modern technology patterns and practices\nBe a trusted advisor to the business to identify opportunities for technology leverage in business development\nChange champion to drive culture, mindset and skillset transformation in technology; Drive the reskilling of the incumbents and recruitment of modern skills resources as needed\nManage team of technology resources comprising project managers, business analysts, architects, and developers to deliver related technology build-out\nManage the service availability of technology platforms to meet required service level agreements\nDrive continuous improvements in the reliability, availability and performance for all technology platforms and ensuring superior client experience\nEnsure that applications are architected with supportability, availability, security, cost effectiveness and good client experience in mind\nManage the budget and financials for all technology deliveries\nPartner with internal or external technology solution providers to provide estimates, develop overall implementation solution/application plan, and serve as a lead as required, to implement the installation, customization, and integration efforts\nSurvey market landscape for solution/application insights, direction, vendors and methods\nManage software vendor relationship as necessary\n, \nAt least 15+ years of relevant application development experience of mission critical systems from scratch\nBachelor’s Degree in Computer Science or Electrical Engineering\nSignificant and solid software engineering experience using Agile/Lean methodology, Test Driven Development and familiarity with distributed computing, cloud native architecture patterns, containers, machine learning/big data, native capabilities of any public clouds (Amazon Web Services, Microsoft Azure or Google Cloud Platform)\nExperience in leveraging continuous integration and robust build/test automation, with a preference for cross platform stacks and containerization (Git, Maven, Jenkins, Sonar, Docker, Cloud Foundry, etc.)\nCreate mission critical applications from scratch and building up new development team for a brand-new mission\nDriven major changes in technology architecture and technology team culture\nA technologist’s technologist - able to lead high performance technology teams by example\nExperience in the financial industry is NOT required\n']"
177,[b'MCF-2020-0067316'],[b'Full Time'],[b'Data Analyst'],[b'SIEMENS HEALTHCARE PTE. LTD.'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$4,500</span></div>']",[b'Monthly'],[b'2 years  exp'],[b'Professional'],[b'Information Technology'],"['\nYou work with our research partners on various machine learning based projects for healthcare applications on the analysis (collection and analysis) of\n\nHospital workflow related predictive models or software to improve patient management, patient data, treatment methods and clinical outcomes.\n\nDevelop software for these applications that can be deployed by our partners.\n\n\n\nYou support AI projects, which includes collection of patient case, development of relevant tools to facilitate such activities and evaluation of prototypes.\n\nYou will conduct data exploration: identify relevant data sets, new relations among data sets, and integrate such data in analysis\n\nYou will develop and configure marketable analytical solutions such as dashboards and data visualizations (product grade quality).\n\nYou will define and provide requirements to IT infrastructure\n\nYou will collaborate with Enterprise IT, service and product business units to maintain analytical solutions\n\nYou will implement and manage big data analytics projects and present results to stakeholders inside and outside the company\n\n, \nHospital workflow related predictive models or software to improve patient management, patient data, treatment methods and clinical outcomes.\n\nDevelop software for these applications that can be deployed by our partners.\n\n, \nYou hold a Bachelor or Master of Science in computer science, engineering, statistics or applied mathematics\n\nYou have good knowledge of various statistical models\n\nYou have knowledge of neural networks and machine learning\n\nYou have knowledge of computer and programming skills (C/C++, python, R, etc.)\n\n, \nYou are self- driven with strong multi-tasking skills and thrives on challenges\n\nYou have high accuracy and strong attention to detail and a strong analytical mind\n\nYou have good organizational skills. Ability to work and collaborate with different team across the company\n\nYou have excellent (spoken and written) communication skills\n\nYou have good interpersonal skills\n\nYou have interest in a career in healthcare data analytics and medical imaging\n\n']"
178,[b'MCF-2020-0067161'],[b'Permanent'],[b'Software engineer'],[b'COMPONENT TECHNOLOGY PTE LTD'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,800</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$6,000</span></div>']",[b'Monthly'],[b'3 years  exp'],[b'Executive'],[b'Others'],"['\nGood programming skills and style, esp. in object \xa0\xa0\xa0\xa0\xa0\xa0\xa0oriented programming, preferred C/C++ programming for Windows\nStrong analytical, troubleshooting and problem solving \xa0\xa0\xa0\xa0\xa0\xa0\xa0skills.\n']"
179,[b'MCF-2020-0067507'],"[b'Contract, Full Time']",[b'Principal Scientist / Senior Scientist (ARTC)'],[b'A*STAR RESEARCH ENTITIES'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$9,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$18,000</span></div>']",[b'Monthly'],[b'15 years  exp'],[b'Professional'],[b'Sciences / Laboratory / R&amp;D'],['']
180,[b'MCF-2020-0067645'],"[b'Contract, Full Time']","[b'Scientist (Neuromorphic Computing / AI), Robotics &amp; Autonomous Systems, I2R']",[b'A*STAR RESEARCH ENTITIES'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$9,000</span></div>']",[b'Monthly'],[],[b'Professional'],[b'Sciences / Laboratory / R&amp;D'],"['\nNeuromorphic coding: Investigate how to represent information with spikes in an optimal way and interface the sensor with the neuromorphic chip.\nLearning: Experience with deep learning algorithms. Adapt and realize the learning algorithms into a form that is suitable for hardware implementation. And application development.\nSystem integration and applications: Integrate different computational principles into a system and apply it to solve tasks that showcase the strength of the proposed system.\n, \nPhD in Computer Science/Computer Engineering/ ECE, EE, EEE or Computational Neuroscience\nMinimum 4 years of Experience (PhD & intern experience inclusive)\nPrefer to have good experience in the following:\nNeuromorphic coding, i.e. representation of sensor information (audio, visual, etc.) in efficient spike coding format;\nDeep spiking neural network (SNN) learning algorithms design and development;\nSolid programming skills in Python and SNN learning frameworks built on top of deep learning frameworks such as Tensorflow, PyTorch;\nSkills in integrating different computational principles into a system and apply it to solve tasks that showcase the strength of the proposed system and application.\nPreference will be given to candidates who can document knowledge in system engineering, machine learning, neural networks, or system design and realization\nStrong programming skill with experience using GPU or large scale computing is advantageous\n']"
181,[b'MCF-2020-0067663'],"[b'Contract, Full Time']","[b'Scientist (Cybersecurity), I2R']",[b'A*STAR RESEARCH ENTITIES'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$9,000</span></div>']",[b'Monthly'],[b'2 years  exp'],[b'Professional'],[b'Sciences / Laboratory / R&amp;D'],"['\nAbility to learn\nWillingness to learn\nStrong interest in cybersecurity domain\n, \nMinimum PhD degree in Information Security, Cybersecurity or related fields.\nKnowledge and/or work experience in cybersecurity, such as network security, system security, malware research, cryptography, forensics, etc.\nAbility to conduct independent research and publish in top conferences and journals.\nProficient in Python, C or Java.\nKnowledge on data analytics, machine learning and deep learning is a huge plus.\nIndustry certifications in cybersecurity and project management is a huge plus (e.g. CISSP, OSCP, CEH, PMP).\nExperience in hackathons and/or ethical hacking is beneficial.\nGood team player with both research and engineering ethics.\nGood interpersonal and communication skills.\n']"
182,[b'MCF-2020-0067373'],[b'Full Time'],[b'Researcher(Data Scientist)'],[b'HEXAMATICS SINGAPORE PTE. LTD.'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$7,000</span></div>']",[b'Monthly'],[b'2 years  exp'],[b'Executive'],[b'Information Technology'],['']
183,[b'MCF-2020-0067684'],[b'Full Time'],[b'Software Engineer'],[b'RECRUIT EXPERT PTE. LTD.'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$8,000</span></div>']",[b'Monthly'],[b'4 years  exp'],[b'Senior Executive'],[b'Information Technology'],"[""\nFrontend and Backend development of GUIs for displaying graphs and results from our Scanner technologies.\nAbility to work on various programming platforms to develop interfaces based on use-cases.\nWork closely with Cloud Engineers to map and realize requirements regarding the deployment of GUIs over Cloud as web applications.\nCo-ordinating with Data Scientists and System Integrators to develop REST APIs for trained Machine Learning models and allow the integration of productionized models into the GUIs.\nMake Sure that the established GUI has low latency and robust client-server communication.\nDesign the GUIs to be client-friendly by understanding the client’s point of view.\n, \nA Bachelor’s / Master's degree in Computer Science or Information Engineering & possess correlated familiarity.\nNeed excellent understanding of computer science, data structures, algorithms.\nKnowledge with an OOP language like Python, Java or C++.\nPassion to code and discover new things\nUnderstanding in working on Django framework.\nExpertise of CSS / Python / JAVAScript / HTML / \xa0REST APIs and version control using GitHub.\nKnowledge in developing user-friendly UIs.\nExperience of the software development life-cycle and basic familiarity with DevOps.\nExperience with AWS services for data storage and retrieval, and basic SQL.\n""]"
184,[b'MCF-2020-0067683'],"[b'Contract, Full Time']","[b'Scientist (Shop-floor Health Management), SIMTech']",[b'A*STAR RESEARCH ENTITIES'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$9,000</span></div>']",[b'Monthly'],[b'1 year  exp'],[b'Non-executive'],[b'Sciences / Laboratory / R&amp;D'],"['\nPhD in Computer Science, Engineering, Mathematics, Information Systems, or related field.\nWith knowledge and skills of AI and machine learning\nAbility to interact effectively with diverse constituencies internally and externally.\nExcellent verbal and written communication skills.\n']"
185,[b'MCF-2020-0067660'],"[b'Contract, Full Time']","[b'Scientist (Communications &amp; Networks), I2R']",[b'A*STAR RESEARCH ENTITIES'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$9,000</span></div>']",[b'Monthly'],[],[b'Professional'],"[b'Sciences / Laboratory / R&amp;D, Telecommunications']","['\nPhD in Wireless Communication Systems and Networks\nStrong track record in research publication and experience in system design and optimization-related research programme\nGood communication skills, highly self-motivated, hardworking and a good team player\n']"
186,[b'MCF-2020-0067496'],"[b'Contract, Permanent, Full Time']",[b'Data Engineer'],[b'ERNST &amp; YOUNG ADVISORY PTE. LTD.'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,100</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$8,200</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Senior Executive'],"[b'Consulting, Information Technology']",['']
187,[b'MCF-2020-0067392'],[b'Full Time'],[b'Business Analyst'],[b'SURBANA TECHNOLOGIES PTE. LTD.'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$5,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$8,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Professional'],[b'Consulting'],['']
188,[b'MCF-2020-0067344'],"[b'Contract, Full Time']","[b'Research Engineer (Structural Response of Ships &amp; Marine Structures), TCOMS']","[b'TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.']",[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$5,500</span></div>']",[b'Monthly'],[b'3 years  exp'],[b'Professional'],[b'Sciences / Laboratory / R&amp;D'],"[""\ndynamic structural monitoring and analysis of vessels and marine structures\noperational modal analysis\nstochastic subspace or Bayesian online or offline identification algorithms\ninstrumentation of \xa0ships and marine structures\n, \nphysical experiments and field / experimental sensing\nnumerical simulations using FEM or other relevant techniques\ndata analytics\n, \nBachelor's or Master's degree in Offshore/Civil/Structural/Mechanical Engineering, Naval Architecture, Applied Mathematics or other related disciplines.\n, \nPreferably 3 years of relevant research/industry experience with competent knowledge in some of the following areas:\n""]"
189,[b'MCF-2020-0067341'],"[b'Contract, Full Time']","[b'Research Engineer (Structural Response of Ships &amp; Marine Structures), TCOMS']","[b'TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.']",[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,900</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$7,800</span></div>']",[b'Monthly'],[b'3 years  exp'],[b'Professional'],[b'Sciences / Laboratory / R&amp;D'],"['\ndynamic structural monitoring and analysis of vessels and marine structures\noperational modal analysis\nstochastic subspace or Bayesian online or offline identification algorithms\ninstrumentation of ships and marine structures\n, \nphysical experiments and field / experimental sensing\nnumerical simulations using FEM or other relevant techniques\ndata analytics\n, \nStrong working knowledge of marine structures, offshore structural engineering and naval architecture\nKnowledge and experience in using FEM structural analysis software packages\nInstrumentation and experiments in the field of structural health monitoring\nKnowledge/ experience in sensing, data analytics, machine learning of marine and offshore systems at model- and full-scale will be an advantage\nHardware-in-the-loop (HIL) testing and development\nReduced order modelling\nPrior experience / knowledge of the following software /programming languages will be preferred:\nABAQUS, ANSYS\nSESAM Suite or equivalent,\nFortran, Python and/or C++\n']"
190,[b'MCF-2020-0067299'],[b'Full Time'],[b'Data Engineer'],[b'TALENT STORK PTE. LTD.'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$7,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$7,500</span></div>']",[b'Monthly'],[b'3 years  exp'],[b'Executive'],[b'Engineering'],"['\nInvolve in technical solution design and development work like designing, developing and scaling the big data technologies (Teradata, HANA, Vertica, Hadoop, Kafka, Spark, Cassandra and beyond).\nBuild analytics tools that utilize the data pipeline to support actionable insights into customer acquisition, operational efficiency and other key business performance metrics.\nBuild the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.\nAssemble large, complex data sets that meet functional / non-functional business requirements.\nEngage directly with key business leads to understand the business strategies and solution needs.\nIdentify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.\n, \nExperience in designing and building dimensional data models to improve accessibility, efficiency and quality of data.\nProgramming experience in any of the following programming languages : C, C++, Java, Perl, Python\nExperience in building data pipeline and data analytics solutions.\nStrong analytical, communication skills, driven to learn business processes, analyses and understand data.\nKnowledge in writing Advanced SQLs and in performance tuning of SQLs.\nDatabase development experience with Relational or MPP/distributed systems.\nExperience with data science and machine learning tools/technologies is a plus.\n']"
191,[b'MCF-2020-0067229'],[b'Full Time'],[b'Quant Developer'],[b'STANDARD CHARTERED BANK'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$10,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$20,000</span></div>']",[b'Monthly'],[b'10 years  exp'],[b'Professional'],"[b'Banking and Finance, Information Technology']",['']
192,[b'MCF-2020-0066918'],[b'Contract'],[b'C++ Software Developer '],[b'ENGGSOL PTE. LTD.'],[b'Posted 19 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$7,000</span></div>']",[b'Monthly'],[b'2 years  exp'],[b'Professional'],[b'Information Technology'],['']
193,[b'JOB-2020-0000774'],[b'Permanent'],"[b'Manager / Senior Manager (Standards, Cybersecurity &amp; Quality Assurance), Policy and Governance']",[b'SMART NATION AND DIGITAL GOVERNMENT OFFICE'],[b'Posted 19 Mar 2020'],"[b'<span class=""f5-5 i fw4 gray"">Salary undisclosed</span>']",[b''],[],[b''],[b'Public / Civil Service'],"[' Strong analytical and writing skills Ability to communicate complex ideas effectively, both verbally and in writing Strong communication and interpersonal skills to engage a wide spectrum of external and internal stakeholders; including multi-agency and inter-departmental teams Strong record of leadership in an academic, professional, or extracurricular setting Appreciation of ICT including cloud computing and cybersecurity, and/or emerging technologies (e.g. machine learning / AI). ,  Developing policies and strategies within a large organisation or experience in consulting, a start-up or other business environment Having presented recommendations to senior stakeholders and management Experience in software development, ICT project management, cybersecurity, or data science ,  Strong sense of ownership of outcomes, and confidence to assess and express one’s own view on how to drive these outcomes, and identification with the Smart Nation Vision Analytical, with good critical thinking and an eye for details Curious, willing to build up ICT knowledge and keep up with technological trends Being adept at prioritising and managing between multiple workstreams Being comfortable with accepting and responding to changes, amidst pressing deadlines ']"
194,[b'MCF-2020-0065981'],"[b'Permanent, Full Time']","[b'VP, Senior Data Scientist, CBG Business Analytics, Consumer Banking Group (WD12993)']",[b'DBS BANK LTD.'],[b'Posted 18 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$10,400</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$18,700</span></div>']",[b'Monthly'],[b'7 years  exp'],[b'Senior Management'],[b'Information Technology'],"['\nDevelop and drive the strategy on building, testing and deploying machine learning and AI solutions\nDrive development of the data agenda for the consumer banking – Including identifying areas of significant impact (PnL, Customer Experience) and working with respective product and customer management heads to curate use cases.\nEstablish and use standards and practice on testing and production deployment of machine learning and AI products\nDevelop governance and explainability framework for ML/AI solution review and monitoring\nBuild machine learning solutions to enable business value creation\n, \nStrong track record of deploying machine learning solution into production environment and integrate into operations\nProven capability in identifying and solving issues when putting models into production – load balancing, distribution, through-put, latency, availability, stability, refactoring, repackaging, versioning, scoring, real time / online scoring, performance monitoring and management,\nHands on experience with open source stack data such as Hadoop, Spark, YARN, Mesos, Hive, Impala, Spark Streaming, Kafka, API, Anaconda / R studio server, Kubernetes,\nFamiliar with development, deployment, production and operation life cycle of the machine learning product and software best practices such as SDLC, CICD, Test-Driven Development (TDD)\nExcellent problem-solving skills and strategic thinker\nHands on experience with Python, R, Spark, Java and Scala\nGood interpersonal skill and able to influence the decision making with senior business managers\nSolid written and communication skills\n']"
195,[b'MCF-2020-0065885'],"[b'Contract, Full Time']","[b'Scientist (High Performance Computing), Computing &amp; Intelligence, IHPC']",[b'A*STAR RESEARCH ENTITIES'],[b'Posted 18 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$9,000</span></div>']",[b'Monthly'],[],[b'Professional'],"[b'Engineering, Information Technology, Sciences / Laboratory / R&amp;D']","['\nPhD \xa0in Computer Science/Engineering or equivalent with proven research \xa0expertise\nHave \xa0conducted impactful system research in one or more of the following areas: high \xa0performance computing, machine learning, parallel and distributed computing, \xa0storage, database, IoT and etc.\nGood \xa0programming skills: multi-language (C++, C#, Java, Python, CUDA programming); \xa0network programming (TCP/IP Socket), parallel programming (multi-thread, OpenMP \xa0and MPI).\nKnowledge \xa0background and project experience on machine learning models and platforms \xa0(e.g., TensorFlow and PyTorch).\nHands-on \xa0experiences in computer system and network, Linux OS, virtualization platforms \xa0(e.g., Xen, KVM and Docker), cloud computing, distributed system, storage and \xa0database will be an added advantage\nUnderstanding \xa0of HPC applications and industry experience\xa0is preferred\n']"
