Emp_Type,Job_Title,Company,Year_Experience,Seniority,Category,Requirements,Min_Salary,Max_Salary,Avg_Salary,Cat_num
Permanent,Senior Security Engineer - Security Monitoring & Analytics,STANDARD CHARTERED BANK,8 years  exp,Professional,"Banking , Finance, Information Technology",    ,11000.0,18000.0,14500.0,2
Permanent,Research Associate (Natural Language Processing),NANYANG TECHNOLOGICAL UNIVERSITY,1 year  exp,Professional,"Sciences , Laboratory , R&D","   Algorithmic development of natural language processing (NLP) techniques and algorithms to support learning analytics applications Collaborating with Research Fellow in algorithmic development Generating top-tier research publications for journals and conferences for the dissemination of key results Perform and manage high-impact research ,  Master s degree in Electrical/Electronics/Computer Engineering/Mathematics or in related area of NLP Strong development and engineering skills and experience with Deep Learning platforms (Tensorflow / Pytorch) Familiar with problems associated with natural language processing and machine learning   ",3500.0,5300.0,4400.0,2
Permanent,DevOps Engineer (Network),FCS CAREERS PTE. LTD.,3 years  exp,Executive,"Information Technology, Telecommunications","   Develop applications and automation solutions for internal use; Understand operational processes in order to build automation use-cases; Manage the process from prototype to production; Ensure that best practices are followed; Track errors and troubleshoot for solutions; Identify areas for improvement within the systems; Provide analysis for continuous technological improvement within the company. ,  Degree or Diploma in Computer Science, or related discipline; Excellent hands-on exposure to Python, PHP, JavaScript, RESTful APIs, JSON, YAML; Well-versed in Unix/Linux OS commands; Familiarity with relational databases, SQL, and data structures; Able to work with an Agile development approach with a good understanding of SDLC; Comfortable with CI/CD and working in a DevOps mindset; Knowledge in networking technologies such as TCP/IP, routing protocols, etc. would be an advantage; Some exposure to machine learning and processing of nearly real-time (NRT) data would be a plus; Excellent communication skills and proficiency in English; Possess strong sense of initiative and ability to work independently and deliver results. ,  Attractive remuneration and benefits; Exciting and dynamic work environment.   ",4500.0,6500.0,5500.0,1
Permanent,Data Engineer,KINGFISHER RECRUITMENT (SINGAPORE) PTE. LTD.,2 years  exp,Junior Executive,Information Technology,"   At least 1 year of coding experience in Python, SQL or JavaScript.  At least 2 years of experience in Visualisation tools such as Tableau, QlikSense, PowerBI or similar applications. At least 2 years in DWH techniques (data merging, cleansing, manipulating), dimensional modelling. At least 2 years in developing Machine Learning models, rule-based models, development of DWH ,  Experience with Python backend Frameworks Completed at least 1 medium scale data analytics project implementation Front-end development (HTML/ CSS/ JavaScript, JavaScript frameworks (e.g. angular), or visualization using libraries such as D3, Kibana, I2)   ",3500.0,5000.0,4250.0,0
Contract,Business / Data Analyst,COMTEL SOLUTIONS PTE LTD,6 years  exp,Professional,Information Technology,"   Degree in Banking, Commerce or Information Systems-related field with at least 3 yearsâ relevant experience. At least 2 yearsâ prior experience as business analyst and data analyst handling end to end delivery. Excellent people management skill. Able to understand and articulate business objectives, risk and dependencies. Good at defining and defending scope. Experience in wholesale banking / Credit risk projects preferred. Product knowledge and prior experience on Wholesale / Corporate Banking, Loans, Trade and Treasury and Markets preferred. Knowledge of credit products, risk monitoring / control processes and credit processing systems of banks preferred. Prior experience with Data Analytics/ Machine Learning project/ application preferred. Prior experience working in AGILE methodology preferred Prior experience with MS Access, Excel, Java Scripts, R and Phyton   ",6000.0,9000.0,7500.0,0
Permanent,Collections Manager,FACEBOOK SINGAPORE PTE. LTD.,10 years  exp,Professional,"Banking , Finance","   Lead the APAC Collections team in managing the day to day operations and drive process improvements Develop and execute on strategic partner initiatives and build relationships with key agency customers in market Engineering for implementation and design of new systems and tools Work closely with regional outsourced vendors to ensure timely & efficient collections operations, drive key performance metrics and improvements in SLA Partner with the Facebook legal and tax team on the development and evolution of sales agreements and other terms & conditions Other transformation projects or initiatives in the collections area as dedicated ,  Bachelorâs degree in accounting, business or equivalent subject matter 10+ years of relevant experience managing APAC Collections operations and in a leadership role Experience with large, fast-growing, multi-national company Proven ability in managing a diverse team, leadership experience in optimizing employee engagement, growth outlook, and passion for developing talent Highly collaborative team player with the ability to work with regional and global teams Experience working with systems & tools and demonstrated deployment of digital finance technologies such as analytics, machine learning, robotic process automation, etc Strong business acumen, stakeholder management skills, ability to negotiate effectively with internal business stakeholders and customers up to C-suite level Experience managing vendors/ working with BPO models Ability to operate in a fast-paced environment, as well as navigate through changes, ambiguity and highly-matrix structure   ",10000.0,15000.0,12500.0,1
Permanent,Data Analyst,SCIENTEC CONSULTING PTE. LTD.,4 years  exp,Executive,Information Technology,    ,4000.0,5500.0,4750.0,0
Permanent,Data Engineer,SCIENTEC CONSULTING PTE. LTD.,3 years  exp,Executive,Information Technology,"   Develop, construct, test and maintain data architectures such as databases, data warehouses and large-scale data processing systems Design and develop data  pipelines/systems for data modelling, mining and production Ensure the data architecture is in place to support routine and ad-hoc requirements of data analytics team, stakeholders and the business Leverage on variety of programming languages and data crawling/processing tools to make raw data clean and highly available for use in descriptive and predictive modelling Recommend and implement ways to improve data quality, reliability, flexibility and efficiency Discover opportunities for data  acquisition from primary and secondary data sources Ensure data assets and data catalogs are organized and stored in an efficient way so that information is easy to access and retrieve ,  Bachelor s or Master s degree in Computer Science, Computer Engineering or Information Systems At least 5 years  working experience in data architecture, data warehousing and ETL/ELT At least 3 years  working experience in AWS cloud environment, familiar with solutions such as EC2, S3, EMR, Redshift, Athena, Kinesis Advanced programming knowledge in Java, Hadoop, Apache Spark, Scala, Hive, Pig Hands-on experience in data crawling, data modeling, data lake formation and data warehouse construction Hands-on experience in collecting and massaging structured/unstructured/semi-structured data Programming knowledge in Python, R, SQL for data cleaning, processing and aggregation Experience in data pipeline design, implementation, ETL/ELT scheduling and performance optimization In-depth knowledge in MPP,  partition, parallel computing techniques Ability to build thorough algorithms  and deploy machine learning & statistical models will be a plus Excellent verbal and written  communications in English and Chinese Excellent time management skills Team player   ",4000.0,5500.0,4750.0,0
Permanent,Senior Data Scientist ,SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.,5 years  exp,Senior Executive,"Engineering, Manufacturing, Sciences , Laboratory , R&D, Others","   Focus on Seagate advanced analytics projects related to Image Analytics Develop data mining algorithms, perform data wrangling and exploration Design, develop and implement appropriate machine learning and deep learning algorithms to solve stakeholders  analytics challenges Deliver advanced analytics solutions: web crawling, natural language processing, text analytics, visualization, and dashboard creation. Apply CNN, GAN, RNN, Time Series Analysis, XGBoost, Keras, Tensorflow to provide predictive analytics solutions and extract actionable insights ,  Industry-proven knowledge using Python and C/C++ C#, or equivalent languages  Hands on application with Python, OpenCV, Numpy, Matplotlib, etc Outstanding technical problem solving and debugging ability  Self-motivated to learn and execute with attention to detail in documentation and execution  Ability to handle technical and design ambiguity  Teamwork and self-motivated Fast learning capability  Effective oral and written communication skills  Self-starter, ability to drive initiatives and influence  Ability to work alone as well as in a team environment  A collaborative attitude and a global mindset with an ability to work well with native and non-native English speakers  Able to participate in conference calls outside of regular local work hours  Outstanding technical problem solving and debugging ability  Self-motivated to learn and execute with attention to detail in documentation and execution  Ability to handle technical and design ambiguity  ,  Related intern and or industry background working on computer vision/image processing projects Working with distributed software project management tools such as those in Azure DevOps:  Planning & Execution Management (Kanban Boards, Scrum Sprints)  Version Control (Git)  Documentation (Wiki, Sphinx)  Automated Test/Continuous Integration (Pipelines, Jenkins, *CI, or similar)  Added advantage in the following areas -  Machine Learning  GPU or similar parallel programming architecture optimizations  UI frameworks  DevOps / Infrastructure  Software test methodologies or QA    ",5800.0,12000.0,8900.0,5
Permanent,Staff Data Scientist ,SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.,6 years  exp,Professional,"Engineering, Manufacturing, Sciences , Laboratory , R&D, Others","   Focus on Seagate advanced analytics projects related to Image Analytics Develop data mining algorithms, perform data wrangling and exploration Design, develop and implement appropriate machine learning and deep learning algorithms to solve stakeholders  analytics challenges Deliver advanced analytics solutions: web crawling, natural language processing, text analytics, visualization, and dashboard creation. Apply CNN, GAN, RNN, Time Series Analysis, XGBoost, Keras, Tensorflow to provide predictive analytics solutions and extract actionable insights ,  Industry-proven knowledge using Python and C/C++ C#, or equivalent languages  Hands on application with Python, OpenCV, Numpy, Matplotlib, etc Outstanding technical problem solving and debugging ability  Self-motivated to learn and execute with attention to detail in documentation and execution  Ability to handle technical and design ambiguity  Teamwork and self-motivated Fast learning capability  Effective oral and written communication skills  Self-starter, ability to drive initiatives and influence  Ability to work alone as well as in a team environment  A collaborative attitude and a global mindset with an ability to work well with native and non-native English speakers  Able to participate in conference calls outside of regular local work hours  Outstanding technical problem solving and debugging ability  Self-motivated to learn and execute with attention to detail in documentation and execution  Ability to handle technical and design ambiguity  ,  Related intern and or industry background working on computer vision/image processing projects Working with distributed software project management tools such as those in Azure DevOps:  Planning & Execution Management (Kanban Boards, Scrum Sprints)  Version Control (Git)  Documentation (Wiki, Sphinx)  Automated Test/Continuous Integration (Pipelines, Jenkins, *CI, or similar)  Added advantage in the following areas -  Machine Learning  GPU or similar parallel programming architecture optimizations  UI frameworks  DevOps / Infrastructure  Software test methodologies or QA    ",6000.0,12000.0,9000.0,5
Permanent,"Sr Applied Research Engineer, Search Science - Apple Media Products",APPLE SOUTH ASIA PTE. LTD.,1 year  exp,Professional,Engineering,"   5+ years of relevant industry experience Experience with Search, Natural Language Processing, or Machine Learning experience Experience building big data pipelines with Hadoop, Java, Scala, and Spark Passion. Our customers love what we do at Apple and we want the same from our engineers Preferred Skills: Deep understanding of the search and information retrieval fundamentals including indexing, query understanding, retrieval and ranking Experience building search solutions with Lucene / Solr / Elasticsearch or related search technologies Familiarity with A/B experimentation and data/metric-driven product development ,  You will Have a major impact on the way people search & discover Apple Media content on Apple devices worldwide. Be part of a team with strong expertise in software engineering, information retrieval, language processing, data mining, machine learning, scalable systems, and parallel processing (Hadoop, Scala, Spark). Be responsible for improving search recall and precision. Use big data technology to evaluate and prioritize content discovery features. Conduct AB Tests to ensure we objectively measure improvements. Ensure successful deployment of features, code, data, and models in production. Work in collaboration with other world-class engineers, researchers, and statisticians to ensure the features and models are functioning at or above expected performance levels. Work on Natural Language Processing (NLP), Tokenization, Stemming, Lemmatization, and Synonym mining Improve Search Recall, Text Indexing and Query Rewrites Design & Implement solutions for automated unit and integration tests that enable continuous integration and delivery. Support search:   ",10000.0,20000.0,15000.0,0
Permanent,Research Engineer (Computer Science / Computer Engineering),NANYANG TECHNOLOGICAL UNIVERSITY,1 year  exp,Professional,"Sciences , Laboratory , R&D","   Carry out research in the field of automatic diabetic retinopathy classification Implement machine learning algorithms and analytics techniques to perform automatic diabetic retinopathy classification Write papers and reports based on the requirements of the projects Present research outputs at academic conferences, seminars, and workshops ,  Masterâs degree in Computer Science or Computer Engineering Good background in deep learning, transfer learning, and reinforcement learning, with good knowledge of common deep leaning models, such as ANN, CNN, and computationally efficient CNN Good knowledge and understanding about the pathology and diagnosis of diabetes, and prior research experiences in automatic diabetic retinopathy classification Good communication and writing in English   ",3500.0,5300.0,4400.0,2
"Contract, Permanent","Tier 3 Application Support, End User Services, Associate","JPMORGAN CHASE BANK, N.A.",6 years  exp,Executive,"Banking , Finance","   BS/BA degree or equivalent experience  Basic knowledge of application development  Working  knowledge in one or more general purpose      programming languages,  plus an interest in learning other coding languages      and skills as  needed  Working knowledge of development toolset to      design, develop, test, deploy, maintain and improve software  Ability to work collaboratively in teams and      develop meaningful relationships to achieve common goals    ",6000.0,12000.0,9000.0,1
Permanent,Technology Consultant,SIMPLIFYNEXT PTE. LTD.,3 years  exp,Professional,"Consulting, Information Technology","   Bachelor s Degree with 3-5 yearsâ experience at a consulting or a technology organization Excellent communications and inter-personal skills, and passion to deliver quality work At least 1 year of experience in delivering RPA projects and certified on UiPath or Automation Anywhere platforms Knowledge of one or more of following solutions would be preferred, but not mandatory - ABBYY FlexiCapture, Google AI and Machine Learning, Amazon Rekognition, etc. Experience in developing solutions based on one or more technologies   ",4000.0,7000.0,5500.0,1
Permanent,Research Associate (Computer Science),NANYANG TECHNOLOGICAL UNIVERSITY,1 year  exp,Professional,"Sciences , Laboratory , R&D","   Develop new paradigms for intelligent human-computer interaction Design algorithms for dialogue systems Integrate commonsense knowledge representation and reasoning in the system ,  Possess a MEng in Computer Science or related disciplines Experience in AI and machine learning algorithms Experience in writing scientific papers   ",3300.0,5000.0,4150.0,2
Permanent,Research Fellow (Computer Science),NANYANG TECHNOLOGICAL UNIVERSITY,1 year  exp,Professional,"Sciences , Laboratory , R&D","   Develop new paradigms for intelligent human-computer interaction Design algorithms for dialogue systems Integrate commonsense knowledge representation and reasoning in the system ,  Possess a PhD in Computer Science or related disciplines Experience in AI and machine learning algorithms Experience in writing scientific papers   ",4000.0,6000.0,5000.0,2
Permanent,Research Fellow (Computer Science),NANYANG TECHNOLOGICAL UNIVERSITY,1 year  exp,Professional,"Sciences , Laboratory , R&D","   Develop new paradigms for intelligent human-computer interaction Design algorithms for dialogue systems Integrate commonsense knowledge representation and reasoning in the system ,  Possess a PhD in Computer Science or related disciplines Experience in AI and machine learning algorithms Experience in writing scientific papers   ",4200.0,6300.0,5250.0,2
"Contract, Permanent",Senior Research Fellow (Electrical Engineering / Computer Science & Engineering),NANYANG TECHNOLOGICAL UNIVERSITY,5 years  exp,Manager,Engineering,"   Development of new and efficient machine learning and data analysis algorithms Development of research proposals and supervision of junior research staff and students Implementation and deployment of solutions in demonstration platforms and systems Publishing research in top journals and conferences ,  PhD degree in Electrical Engineering, Computer Science & Engineering, or related field Minimum 5 years of research experience in related field post PhD Proficiency in C/C++/Python or other equivalent programming skills Familiar with popular machine learning platforms and APIs Expertise in image/video processing, computer vision, machine learning and pattern recognition Strong publication track record Good communications and interpersonal skills Able to work independently and as a team player in a fast-paced and dynamic environment   ",5000.0,7500.0,6250.0,0
"Contract, Permanent",Data Scientist (EDDC),A*STAR RESEARCH ENTITIES,3 years  exp,Professional,"Sciences , Laboratory , R&D","   Develop  data analysis modules/pipelines for new platform technologies Involve  in the development and maintenance of in-house database systems Assist  in the development of image analysis pipelines Assist  in the development of computational/machine learning models Collaborate  with other research groups in EDDC with inter-disciplinary expertise in  chemoinformatics and drug discovery. ,  PhD in Computational Biology/Bioinformatics/Computer  Science In-depth  biological knowledge Skilled  in at least one scripting programming languages e.g. python High  motivated to learn new skills as required by the projects Working  experience with computational modelling (including structural modelling)  techniques Familiar  with machine learning or statistical analysis Creative  and good team player Able  to communicate effectively with bench scientist and biologists (verbal and  written) Knowledge  in web application and/or database development will be an added  advantage   ",4500.0,9000.0,6750.0,2
Permanent,"Sr Applied Research Engineer, Search Science - Apple Media Products",APPLE SOUTH ASIA PTE. LTD.,1 year  exp,Professional,Engineering,"   5+ years of relevant industry experience Experience with Search, Natural Language Processing, or Machine Learning experience Experience building big data pipelines with Hadoop, Java, Scala, and Spark Passion. Our customers love what we do at Apple and we want the same from our engineers Preferred Skills: Deep understanding of the search and information retrieval fundamentals including indexing, query understanding, retrieval and ranking Experience building search solutions with Lucene / Solr / Elasticsearch or related search technologies Familiarity with A/B experimentation and data/metric-driven product development ,  You will Have a major impact on the way people search & discover Apple Media content on Apple devices worldwide. Be part of a team with strong expertise in software engineering, information retrieval, language processing, data mining, machine learning, scalable systems, and parallel processing (Hadoop, Scala, Spark). Be responsible for improving search recall and precision. Use big data technology to evaluate and prioritize content discovery features. Conduct AB Tests to ensure we objectively measure improvements. Ensure successful deployment of features, code, data, and models in production. Work in collaboration with other world-class engineers, researchers, and statisticians to ensure the features and models are functioning at or above expected performance levels. Work on Natural Language Processing (NLP), Tokenization, Stemming, Lemmatization, and Synonym mining Improve Search Recall, Text Indexing and Query Rewrites Design & Implement solutions for automated unit and integration tests that enable continuous integration and delivery. Support search:   ",8000.0,16000.0,12000.0,0
Permanent,"Transformation Delivery Lead, Data & Analytics - 20166434",CITIBANK N.A.,3 years  exp,Middle Management,"Banking , Finance","   As a Delivery Lead, you will be responsible for managing the solution development team in the planning, design and development of new projects Work closely with engineering team of software developers, technical architects and senior level employees Work creatively and analytically in a problem-solving environment. Be able to perform project-level estimation The delivery lead must work close to the technology being implemented with recent experience adding value to development and architecture activities Plan and build data-driven banking ecosystem, including models for customer experience and marketing. Monitor and control all phases of development process and analysis, design, construction, testing, and implementation as well as provide user and operational support to business users Ready to resolve any issues and solve problems throughout project life cycle Ensure essential procedures are followed and help define operating standards and processes Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm s reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency. Qualifications: 7+ years of experience in building solutions with Real-time data, Data driven architecture and machine learning projects Strong hands on experience in Java, python technologies Good experience developing low latency, high performance applications with knowledge on event driven technologies like Kafka 3 years of experience managing software development projects Proficiency with Agile software development management methodologies Demonstrated success at managing programs and projects of equivalent scale Strong understanding of project management principles, Rapidly adapt and respond to changes and ability to effectively prioritize Extensive experience leading, coordinating, and organizing remote teams in a collaborative environment Excellent verbal and written communication, and ability to present technical concepts to both technical and non-technical groups Experience in banking or other financial services domains is preferred. ,  Bachelorâs degree/University degree or equivalent experience   ",7500.0,10000.0,8750.0,1
"Contract, Permanent",Application developer,REMEGO PTE. LTD.,1 year  exp,Junior Executive,Information Technology,"   Python Developer to help build Machine Learning for data analytic Designs, develops, tests, and troubleshoot software applicaiton Work closely with Client in defining requirements software application. Support the production environment, assist in the diagnosis and resolution of incidents, and maintain the stability and integrity of Application. ,  Bachelorâs degree in Computer Science or relevant field Minimally 1 years of experience with Python Programming Language Understanding on web applications in JavaScript frameworks and REST web services Preferrably with Machine Learning product development experience   ",4000.0,5000.0,4500.0,0
Permanent,Full Stack Developer,CHINSAY PTE. LTD.,3 years  exp,Professional,Information Technology,"   Several  years development in C# and .NET, or another language and set of core libraries, packages, and tools that you can convince us translates to short-term productivity Strong JavaScript skills â bonus for experience with TypeScript Deep familiarity with one or more front-end JavaScript frameworks, e.g. Knockout, React, AngularJS, or Vue.js Appreciation for and ability to produce clean, effective, well-designed, and well-tested code The ability to work effectively from the definition of a problem, and to come up with clean, timely, supportable, and occasionally breathtakingly elegant solutions to problems ,  Deep database experience, with either SQL or NoSQL databases TDD experience Expertise in writing unit tests A strong data security background A keen design sense and the HTML and CSS skills to back it up Expertise working with search engines, e.g. Azure Search, Elastic Search or Solr A strong background in Azure Experience with Azure DevOps Git mastery You can give (and take) a good code review Experience with Business Intelligence, data visualization, data warehouses, data mining, Snowflake, Hadoop Experience with containerization technologies, e.g. Docker, Vagrant, Kubernetes Experience with blockchain and distributed ledger technology ,  A sense of humour, love for programming, and ability to communicate and work effectively with team members throughout the organisation   ",6000.0,10000.0,8000.0,0
Contract,Business Analyst,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,5 years  exp,Executive,Information Technology,    ,6500.0,7500.0,7000.0,0
"Contract, Permanent","Python Developer, Data Engineering, VP","JPMORGAN CHASE BANK, N.A.",10 years  exp,Senior Executive,"Banking , Finance",    ,7500.0,15000.0,11250.0,1
"Contract, Permanent",DevOps Engineerâ Data Engineering - VP,"JPMORGAN CHASE BANK, N.A.",10 years  exp,Senior Executive,"Banking , Finance",    ,7500.0,15000.0,11250.0,1
"Contract, Permanent","Java Developer - Data Engineering, Associate","JPMORGAN CHASE BANK, N.A.",6 years  exp,Executive,"Banking , Finance",    ,7000.0,14000.0,10500.0,1
"Contract, Permanent",Python Developer â Data Engineering â Associate,"JPMORGAN CHASE BANK, N.A.",6 years  exp,Executive,"Banking , Finance",    ,7000.0,14000.0,10500.0,1
Permanent,Research Fellow (Computer Science / Computer Engineering / Electrical Engineering),NANYANG TECHNOLOGICAL UNIVERSITY,1 year  exp,Professional,"Sciences , Laboratory , R&D","   Conduct research and development on state of the art all weather perception systems Development of autonomy stack of outdoor mobile robot systems and conduct experiments Prepare research papers, technical reports and presentations to report the research outcomes to both Continental and public stakeholders Liaise with Engineers from NTU-Continental Corporate Lab ,  Ph.D in Computer Science/Computer Engineering/Electrical Engineering with a strong focus on Computer Vision and Robot Perception Demonstrated independent research skills in Computer Vision and Robot Perception Experience in OpenCV and Machine Learning frameworks such as TensorFlow or PyTorch Excellent programming skills in Python or C/C++ Excellent written and verbal communication skills   ",4000.0,6000.0,5000.0,2
Permanent,Senior Data Scientist,ENVISION DIGITAL INTERNATIONAL PTE. LTD.,8 years  exp,Professional,Engineering,    ,5000.0,11000.0,8000.0,0
Permanent,R&D Engineer - Job Code: JYK,CAPITA PTE. LTD.,2 years  exp,Professional,Information Technology,"   Develop prototypes and real-world applications related to Computer      Vision Improve the performance of existing CV models with various state-of-the-art algorithms Develop algorithms, data models and build products and solutions based on state-of-the-art AI technology. ,  PhD, MSc or BSc in computer science, engineering or related technical      disciplines, or equivalent. At least 2 years of experience in Computer Vision, Machine Learning and Deep Learning Develop prototypes and real-world applications related to Computer Vision Improve  the performance of existing CV models with various state-of-the-art      algorithms Develop algorithms, data models and build products and solutions based on      state-of-the-art AI technology. Create innovative, marketable products using research in fields of Object      detection, Image Segmentation, Image Classification etc. Demonstrated experience in Image Classification, Image Segmentation and Object  Detection. Hands-on experience of deep learning technologies and familiar with      state-of-the-art deep learning toolkits (e.g., TensorFlow, PyTorch, Keras,      etc). Experience in Hybrid Mobile App Development (iOS/Android Devices) would be a big      advantage Experience  in programming languages (Java, C++, Python, etc).   ",5000.0,8000.0,6500.0,0
Permanent,Data Analytics Consultant,INTEGRATED DECISION SYSTEMS CONSULTANCY PTE LTD,,Fresh/entry level,Consulting,  ,3500.0,4500.0,4000.0,0
Permanent,Research Fellow (Computer Science / Computer Engineering),NANYANG TECHNOLOGICAL UNIVERSITY,4 years  exp,Professional,"Sciences , Laboratory , R&D","   Develop/ improve on existing machine/deep learning algorithms for energy data analytics Assist researchers/industrial partners in energy domain in visualization and trend analysis of data ,  PhD Degree in Computer Science/Computer Engineering or related disciplines Research experience in machine learning and data analytics (including undergraduate and graduate (if applicable) study) Excellent analytical, software and programming skills in e.g. C/C++, Python, Java, Matlab etc Minimum 4 years of relevant working experience and/or relevant research experience (including undergraduate and graduate (if applicable) study) Knowledge of time series analysis and abnormal detection is advantageous Knowledge of image analysis is advantageous Experience to publish in top conferences and journals is preferred   ",4000.0,6000.0,5000.0,2
"Contract, Permanent","Scientist (Visual Intelligence  /  Spatial Computing), I2R",A*STAR RESEARCH ENTITIES,,Professional,"Sciences , Laboratory , R&D","   PhD in Computer Science, Computer Engineering, Electronic Engineering or related fields Good programming skills in C/C++, Python and/or MATLAB Familiar with OpenCV and/or other computer vision open source libraries Good interpersonal, presentation and communication skills   ",4500.0,9000.0,6750.0,2
Contract,RPA Developer (12 months contract),KELLY SERVICES (SINGAPORE) PTE. LTD.,4 years  exp,Professional,Information Technology,"   Be responsible to code & configure process automation components of a RPA solution in collaboration Guarantee the quality of the production according to Paris Central RPA team rules Raise alerts to management if needed through the life of the project Understand given process nature, then prepare process design documents (PDD), also propose and write technical design document (TDD) ,  Overall 6 years of experience is required in Information technology 4 years of extensive experience in RPA Development using RPA Tools Strong experience in UI Path tool experience Minimum 4 years programming experience (Preferably Vb.Net/C#) Experience in any database with SQL querying skills Good understanding of ICR / OCR, AI, machine learning and NLP Experience in Windows / Linux scripting languages Knowledge on other RPA tools such as Blue Prismand Automation Anywhere   ",4500.0,6000.0,5250.0,0
Permanent,DIRECTOR OF INFORMATION SYSTEMS,ZEBRA TECHNOLOGIES ASIA PACIFIC PTE. LTD.,15 years  exp,Senior Management,Information Technology,"   Oversees formulation of the strategy development, technology roadmaps, and ensures alignment across all functional units and tight alignment with IT teams Shares a point of view of the business processes and technology capabilities supported by IT Enterprise and Solutions Architecture, Delivery, Security, etc. Oversees the performance of information technology delivery of IT services to ensure the business value is realized. Works directly with the business, information technology user groups and contracted service providers to assess and prioritize needs by way of the established portfolio planning processes. Leads the development and execution of service level agreements. Handles feedback from users, communicates scorecards and implements improvement strategy. Manages cost and spend analysis to identify cost effective solutions for existing and future needs. Researches and learns of new technologies and trends that align with corporate and business strategies. Communicates to business and IT teams in simple and relevant ways. Partner with business leadership on complex detailed strategy discussions and translating into roadmaps and priorities. Leads roadmap discussions with teams and create IT/Business Roadmaps Leads activities to align Business, IT and Industry strategies Organise activities to understand value of projects in Business terms including KPIs Lead Business Impact Assessments between IT and business teams Advocate Process & Technology Standards Gather and respond to complex Voice of Customer input and supports strategic business transformation and innovation activities Lead and develop Business Facing RFPs Leads the identification of Projects and Priorities aligned to strategies Handles the creation of complex Business Cases and gains approval Present Projects to Senior and Executive leaders for awareness and approval Oversees, reviews and ensure each project has a defined scope, objective and approach is in line with Organizational Change Management plans and deliverables required during each tollgate (phase) of a project. Ensure Readiness Assessments are completed prior to go-live of projects Own the Value Realization Analysis of projects after implementation to measure budget performance and business value realized. Handle customer issues from business partners with all levels of the organization, maintain relationship dashboard for key partners within region Oversees the identification and implementation of process Improvements Provides visibility to cost of IT services (show backs) to region ,  Collaborates with and provides analytics to sustaining, new ideas of services, quality, or other groups to align and improve legacy and future desired outcome and performance. Communicate with Business Leadership to consistently identify opportunities for continuous improvement. Connects business needs and IT capabilities to provide strategic guidance on business initiatives. Coordinates development of Multiyear IT roadmaps linked to Business strategy and desired capabilities. ,  Be the face of IT organization to define what IT drives and how and who from IT needs to be engaged. Ensures effective relationship engagement and communications; keeps executives aware of any red flags concerning timing, budget, integration of process. Works closely with leadership team to analyze trends and understand business requirements. Serves as the leader within the IT organization on resolution of IT issues for the supported business units. Develops Key Performance Indicators and metrics across all partnerships Publishes IT SLA, function specific budgets and QBR results to business functions on a quarterly basis and heat map of Business function by leader ,  Responsible for supporting and enabling IT capabilities and Services for the region including all aspects of project and portfolio planning, business case development, process and application roadmaps. Provide proactive indicator of the IT demand pipeline: prioritize and sequence according to business needs. Help to ensure the right initiatives are undertaken and the benefits are being fully realized throughout the enterprise. Interprets function business plans to technology team to enable collective organization to meet its goals. Work closely with the Project Management Office (PMO) and internal IT Delivery functions to ensure alignment of IT demand and supply Supports initiative teams with skills in process excellence, project management, facilitation, problem solving, and value creation to drive toward required outcomes; help identify and resolve capacity, resourcing and any other red flag issues needing leadership attention. ,  Periodically articulates where and how IT is adding value to Business Units. Reports on benefits realization of large programs and IT services in aggregate. ,  Identifies and facilitates resolution of complex, cross-functional issues with leadership team. Conducts impact analysis assessment of IT projects and creates process improvement recommendations for business leadership. Partners with business function in leading change; communication of what is changing and coordination and approval of downtimes. ,  Acts as the main point of contact for customer concerns from Business unit. Facilitates resolution of critical issues by connecting responsible or impacted parties. Influences discussions and negotiates issue resolution. ,  Bachelorâs Degree required. Advanced Degree, MBA preferred. Minimum 15+ years of functional experience in the business function and dynamic experience in an IT Business Relationship Management role, preferably in global high tech companies. 8+ years of experience in facilitating the development and implementation of business initiatives and people leading experience Familiar with matrix environment and outstanding multi level partnership Knowledge of Machine Learning, Artificial Intelligence, Robotics/Automation, Data Services as well as Subscription based production/solution business model preferred Experience in Budget/financial management and project management methodologies including Agile development methodologies and culture will be an added advantage Superb communication and interpersonal skills with comfort working and engaging executive levels. Strategic thinker with strong influencing and relationship-building skills Highly skilled and experienced at negotiating conflict and problem-solving to achieve win-win outcomes. Ability to research and understand industry technology trends and apply them to business problems   ",16000.0,22000.0,19000.0,0
Permanent,Data Analyst in Singapore - JOB_001448,GECO ASIA PTE. LTD.,4 years  exp,Professional,Information Technology,    ,4000.0,4300.0,4150.0,0
